currency, time
1.2489018509999998,00:03
1.2381924409999998,00:18
1.243621004,00:33
1.232911594,00:48
1.230178848,01:04
1.222571474,01:19
1.223753202,01:34
1.232062227,01:49
1.219100148,02:04
1.247387762,02:19
1.2300680609999999,02:34
1.223310054,02:49
1.2086861699999998,03:05
1.215185674,03:20
1.2213897459999998,03:35
1.218139994,03:50
1.224787214,04:05
1.22678138,04:20
1.222608403,04:35
1.2255996519999999,04:50
1.223605486,05:06
1.224417924,05:21
1.2233469829999999,05:36
1.2320991559999999,05:51
1.255881432,06:06
1.257210876,06:21
1.238709447,06:36
1.233982535,06:51
1.230917428,07:07
1.232837736,07:22
1.2300680609999999,07:37
1.189889309,07:52
1.193840712,08:07
1.154622114,08:22
1.1584258010000001,08:37
1.167030258,08:52
1.1555822679999999,09:08
1.181912645,09:23
1.183611379,09:38
1.172348034,09:53
1.1926589840000001,10:08
1.1943207889999998,10:23
1.197312038,10:38
1.187008847,10:53
1.1607523279999998,11:09
1.147531746,11:24
1.1531449539999998,11:39
1.158055468,11:54
1.146143284,12:09
1.157724574,12:24
1.15500389,12:39
1.14728303,12:54
1.146474178,13:10
1.142981408,13:25
1.132135438,13:40
1.118532018,13:55
1.139451872,14:10
1.1547097620000002,14:25
